praf,pmek,plcg,pip2,pip3,p44_42,pakts473,PKA,PKC,P38,pjnk
16.4,6.98,3.75,5.62,1.22,32.2,47.4,523,31.3,52.3,82.8
63.2,59.4,22.7,57.3,12.5,54.2,77,340,41.8,75,85.8
19.6,5.05,42.6,84.3,30.8,25.3,64.9,1778,7.7,22.3,61
23.5,13.2,22.1,17.8,1.19,12.9,37.9,1762,22.9,25.3,51.9
17.2,8.2,23.3,71,18.6,13.3,31.9,400,56.2,101,355
9.39,41.4,4.53,13.3,8.82,63.8,106,1104,58.3,110,183
20.2,19.6,29.2,35.9,4.53,22.5,29.7,500,10,25.9,53.3
24.4,10.9,18.9,15,8.58,14.1,30.5,770,16.5,32.5,40.3
16.7,9.73,22.7,34.9,23.9,6.26,19.6,982,12,21.5,26.2
27.9,14.9,111,284,43.7,34.3,44.5,667,45.3,88.2,158
20.9,12.1,21.3,92.2,6.73,2.04,14.2,334,46.6,69.8,125
31.9,19.6,17.5,13.3,11.9,26.7,42.2,453,16.3,17.2,40.7
16,8.13,16.5,17.2,14.1,34.3,60.4,418,10.5,26.4,32.8
12.9,15.4,66.1,63.8,28.6,22.3,34.9,400,14.3,24.4,48.3
34.6,12.9,21.9,20.9,5.94,18.3,27.6,621,9.31,26.2,37.5
27.6,17,13.9,98.2,10.9,39.6,62.1,552,29.4,45.3,44.5
65.5,34,14.7,13.8,5.38,26.2,44.5,717,13.9,36.5,52.3
19.8,18.3,15.5,19.6,10.6,6.73,39.2,1611,11,37.9,59.4
11.9,18.9,24.4,21.1,10,17,32.5,474,20,26.9,24.1
9.65,12.3,20.4,12.1,1,42.9,59.9,632,30.8,48.3,45.7
26.4,11.2,63.8,542,92.2,13.7,28.6,723,15.4,30,34.3
34,12,77,292,47.8,37.5,84.3,1197,16.4,38.9,22.7
29.2,29.7,24.6,15.5,3.62,5,8.13,991,19.6,37.5,17.8
43.7,7.7,50.9,86.6,40.3,25,58.8,1540,17.8,31.9,62.6
44.5,17.3,21.1,22.5,13.5,2.33,16.4,466,66.7,142,271
25.7,40,19.5,17.9,11.5,34.3,74.3,2436,12.7,42.6,76.4
73.7,62.6,20.9,12.6,3.72,17.9,30.8,649,8.82,23.5,13.7
16.5,7.91,25.5,20.5,4.78,34.3,83.5,1640,11.3,27.1,34
38.5,22.5,22.9,19.8,4.41,25.3,34.3,365,9.56,30,56.7
30.5,15.8,29.4,129,28.6,103,163,1554,4.37,9.65,9.47
36.2,35.5,29.2,46.1,14.7,16,25.3,403,17.8,45.3,51.9
27.9,16.7,4.87,8.43,16.8,76.4,127,1395,17.5,25.5,29.2
14.1,15.3,32.5,305,57.8,1,4.96,241,23.7,55.7,82.8
41.8,26.2,23.1,26.2,4.61,2.09,18.4,362,13.7,29.2,20.9
20.7,28.6,12.6,41,10.3,24.8,41,638,12.5,18.6,69.2
16.4,18.4,21.7,13.9,6.26,24.6,36.5,644,13.6,37.5,57.8
32.8,10.6,21.9,54.2,10.6,23.7,33.1,289,15,31.9,41.4
111,107,13.1,17.8,6.79,20.7,34.9,757,11.5,22.1,38.5
13.9,39.6,15.4,22.5,7.1,31.1,43.3,396,72.3,167,372
85.1,64.4,6.85,13.7,5.47,32.8,63.2,1981,11.2,18.4,44.9
68.5,63.8,26.2,23.3,3.79,5,8.51,547,23.9,41,52.8
16.5,8.2,20.4,115,19.5,4.14,16.1,453,8.43,17.3,21.9
12.9,15.4,23.7,14.9,3.82,62.6,127,3023,13.5,15.8,48.3
11.7,14.5,21.5,13.6,10.6,69.2,108,2054,9.14,22.3,29.2
13.7,37.5,18.6,23.9,7.3,63.8,108,638,6.38,16.8,17.9
22.7,11.8,22.1,23.3,9.39,107,274,3460,18.6,36.8,28.6
20,13.1,25.9,94.7,10.9,35.5,63.2,1155,11,24.8,45.3
13.2,13.3,8.82,24.6,25,2.57,15.7,449,29.7,55.2,66.1
9.39,19.1,53.3,105,35.5,66.7,118,1946,12.6,28.9,23.5
47,32.2,41,253,36.5,5.38,26.2,514,13.7,26.4,34.3
25.5,8.98,93.9,649,107,30.2,37.9,505,28.9,53.8,41.8
66.1,20.4,10.6,176,17,51.4,77.7,491,26.9,42.2,46.6
6.92,6.32,24.6,16.7,6.26,13.3,14.6,474,7.57,50.5,77
88.2,61.5,21.7,26.7,5.73,87.4,158,2788,17,19.5,50
14.7,21.9,1.18,5.78,11.2,7.77,13,552,22.7,32.5,55.2
9.91,21.7,19.8,18.9,7.1,33.4,50.9,533,19.6,42.9,44.9
52.3,30.8,15.1,68.5,1.96,96.5,132,422,9.56,8.74,30.5
46.6,31.9,1,1.01,9.06,2.57,27.9,478,10.1,35.9,52.8
98.2,56.2,12.4,200,18.6,38.9,60.4,784,18.9,20.7,38.5
16.3,9.39,25.7,11.9,1.91,150,225,2308,18.1,33.7,25.3
14.7,10.1,7.5,66.7,3.4,18.3,38.5,1055,9.47,43.3,67.3
9.91,13.5,33.1,57.3,21.3,11.8,29.2,594,15.3,26.7,56.7
22.3,10.4,16.5,17.3,14.7,25.5,22.3,253,34.9,74.3,106
14.2,10.5,46.6,302,63.8,25.3,38.5,392,19.3,44.1,53.8
28.4,32.8,28.9,35.2,11.9,106,181,1747,6.26,24.6,44.9
13.1,27.4,15.8,29.7,10.7,5.73,16.3,457,13.1,32.5,57.3
53.8,7.77,24.1,49.1,4.18,24.6,34,457,7.3,26.9,75
21.3,15.1,16.3,23.9,4.61,44.1,62.6,632,37.2,67.3,150
6.67,6.21,22.9,34.9,1.53,27.1,38.2,474,13,17.9,37.9
26.4,11.3,11.1,29.2,10.6,1,3.25,305,73,157,237
21.3,14.2,22.3,47,20.7,132,196,1310,11.1,21.1,58.8
22.5,30.8,24.4,18.3,13,30.8,43.3,352,11,16.7,34
31.6,13.9,14.1,21.7,1,7.91,23.7,615,18.4,42.2,121
12.4,4.7,14.3,75.7,7.91,10.3,33.4,799,2.46,6.55,33.7
61,14.3,6.32,229,19.3,9.14,12.3,528,15.5,24.8,35.9
16,8.82,15.3,58.8,18.1,36.5,52.8,375,17.2,30,39.2
77.7,105,20.5,126,10.1,19.5,33.4,496,12,15.7,52.8
62.6,49.1,27.1,20.7,6.85,15,36.5,806,8.74,31.3,71.7
21.1,17.3,4.37,1.89,2.71,14.1,30.5,610,15.3,33.1,50.5
17.2,14.1,16,37.2,12.1,16.5,29.7,514,13.5,33.4,33.4
43.3,26.2,23.3,16,3.16,40.3,58.8,588,10.4,28.6,57.3
6.32,10.1,25,17.3,1.37,3.55,21.7,509,8.66,25.3,48.3
13.8,17,9.47,259,20.4,32.8,48.3,528,21.9,34,52.3
25.7,7.64,48.7,389,59.9,10.3,29.4,649,10,20.5,30
14.9,10.1,24.4,17.9,8.13,16.5,22.5,547,13.1,30,41.4
22.3,5.94,57.8,505,75.7,11.1,20.9,777,10.5,16.5,19.6
14.1,10.1,32.8,47.4,14.7,14.3,55.2,3023,13.1,30,38.5
37.5,20.4,14.1,215,27.4,17.9,22.5,743,14.5,46.1,40
17.3,8.66,22.7,33.1,16.7,45.3,48.7,453,16.5,43.3,60.4
17.9,16.3,52.8,279,27.1,30.2,45.3,449,10.6,35.2,48.3
22.9,27.1,8.82,27.4,9.31,10.4,23.3,644,16.1,16.4,37.9
21.1,13.3,47.4,10.7,56.2,54.2,101,1346,5.33,59.4,6.79
13.2,18.6,19.6,21.9,3.05,31.6,42.6,349,62.6,123,229
19.6,29.4,57.8,573,62.1,18.3,28.6,644,13.6,37.5,44.5
10.6,11.3,21.7,15.1,6.26,8.9,86.6,3429,32.8,63.2,107
12.5,15.8,38.2,211,27.6,8.51,24.1,1540,16.5,31.1,31.9
13.9,11,26.2,24.8,2.02,16.5,27.6,679,10.4,22.1,61
22.1,5.28,23.7,36.2,11.4,10.7,22.3,449,10.4,25,36.2
13.9,5.33,25.5,16.7,7.1,23.3,51.4,1114,11.5,15.3,17.5
22.1,20,6.98,16.8,18.1,28.4,46.6,359,16.1,42.6,122
59.4,51.4,29.4,349,39.2,38.9,53.8,528,16.7,37.2,33.7
18.4,8.35,19.6,24.1,3.96,19.5,35.9,858,3.25,77.7,9.65
34.3,34.3,16.1,67.3,17.3,44.9,54.7,362,4.91,8.35,31.3
13.9,15.5,7.43,16.4,11.4,23.5,43.3,396,13.5,33.7,61.5
22.5,14.3,17.5,131,26.4,93.1,147,1794,12.1,42.9,25.5
28.4,31.9,24.6,29.4,2.69,28.4,42.6,461,22.1,40.3,50
37.5,2.67,24.4,170,18.6,27.6,47,457,12.2,22.3,27.6
21.7,16.7,17.3,18.8,13.9,61,100,1037,11.4,34.9,48.7
14.9,11.9,21.5,22.9,11.2,48.3,79.9,514,53.8,109,164
19.3,8.2,15.8,21.1,5.88,4.87,20.2,890,15.3,23.1,41.8
26.7,31.6,6.79,19.8,6.15,67.3,115,1715,29.2,54.2,37.5
17,13.5,15,337,34.6,25.7,42.6,368,26.4,48.3,46.1
28.6,55.7,13.7,170,28.1,23.7,35.2,519,11.8,20.7,47
12.3,9.47,17.3,13.6,15.4,33.4,57.8,437,16.7,26.9,68.5
13.1,23.7,11.8,141,15,12.6,28.4,567,13.8,18.3,52.3
31.6,22.7,20.5,127,16.1,15.5,29.4,491,12.9,38.5,36.5
32.2,20,21.1,20.7,7.43,85.1,133,2129,9.22,25,53.8
17.2,14.2,21.7,13.8,6.04,31.9,50,557,5.47,28.6,44.5
8.98,6.21,20.7,13.7,12.9,42.6,62.1,542,14.3,22.7,51.4
13.7,15.3,17.5,22.9,9.56,18.9,42.9,496,9.73,59.4,48.3
64.9,38.2,50.5,269,44.9,11.8,17.5,496,13.9,31.6,40.7
20,13.1,17.9,44.9,5.38,3.85,8.82,305,17,27.1,64.9
11.9,20.9,11.1,2.94,29.4,3.28,21.5,514,9.82,17.8,29.7
2.29,19.1,18.6,12.6,2.59,33.7,43.3,557,10.1,11.8,1.01
61.5,34,3.55,9.22,8.58,21.7,42.9,866,8.98,23.5,28.1
25.3,20.9,15.4,25.7,10.2,5.94,7.99,655,13.7,17.9,45.3
27.1,14.9,15.5,24.4,12.7,21.9,35.5,355,96.5,130,37.2
12.2,9.91,21.7,279,58.3,11.3,20.7,542,12,24.4,35.9
49.1,35.2,25.7,37.5,10,5.23,12.1,813,10,21.7,45.7
11.4,4.33,11.1,96.5,14.3,22.1,44.1,890,8.74,32.8,56.2
20.7,9.06,23.5,20.4,4.61,57.8,82,922,52.3,80.6,111
13.9,16.8,30,38.2,16.3,43.7,90.6,2207,41.8,76.4,157
90.6,42.9,13,14.1,45.7,87.4,142,2503,20.2,36.5,58.8
34.3,41,5.19,5.88,13.1,25.5,52.3,305,14.9,36.2,41.4
17.6,12,10.7,16,3.89,155,267,3555,17,31.9,56.2
18.8,20,3.22,322,37.2,64.4,88.2,1018,15.8,24.6,41.4
16,14.5,16.5,175,18.4,29.4,38.2,300,17.5,41.4,57.8
12.4,35.5,11,126,19.6,4.74,31.1,698,10.9,29.7,34.3
23.3,14.5,20.7,276,24.8,19.1,77,1640,42.9,72.3,143
7.77,19.5,42.9,302,55.7,3.72,16.5,615,12.1,18.6,27.1
18.1,16.1,30.2,31.6,13,85.1,125,1241,24.6,49.6,46.6
61,5.67,25.9,26.4,7.5,24.1,45.3,505,18.1,28.9,63.2
26.7,16.4,21.7,29.4,4,16,22.1,509,67.9,151,349
9.22,16.5,19.3,21.1,13.8,19.1,26.7,655,67.3,145,331
39.6,16.3,32.8,33.1,7.7,62.6,93.9,1811,11.8,29.7,51.4
157,74.3,32.5,54.7,13.8,32.2,49.1,858,13.1,38.9,57.8
22.5,12.3,34.9,322,56.7,21.7,37.9,538,21.1,22.9,30.8
14.5,12.1,27.4,17.5,8.06,80.6,117,379,4.29,10.5,44.9
126,213,18.9,111,20.9,14.3,27.4,505,12,16,18.9
23.7,11,41.4,75.7,3.02,85.1,105,372,19.8,33.7,63.8
26.4,7.43,21.5,89,10.1,16,30,474,2.31,6.38,10.6
39.2,48.7,17.8,11.4,1.93,78.4,121,1197,24.6,44.9,53.3
21.9,20.4,55.7,483,61,28.1,44.5,757,11.8,17.3,59.4
22.9,7.43,80.6,279,42.6,27.4,45.3,1433,65.5,113,107
15.3,13.9,23.1,17,1.5,15.5,29.7,939,3.82,35.9,13.3
30.2,14.7,17.6,29.2,10.3,3.19,17.8,289,12.7,32.8,36.5
23.7,17,24.8,89,14.9,39.6,58.8,441,8.06,15.5,11.1
17.5,16.5,19.3,158,27.9,9.22,27.4,626,18.9,27.1,77
18.1,21.3,16.1,109,14.7,17.8,28.9,509,10.8,25.9,64.4
24.4,17.9,3.08,11.1,2.13,17.9,38.2,528,9.82,16.8,38.9
28.6,16.1,38.9,198,43.7,53.3,68.5,644,1.58,6.98,8.35
14.2,7.99,6.79,12.7,21.5,139,198,1310,4.78,10.9,2.94
51.9,32.8,77.7,461,63.8,27.4,39.6,547,42.6,75.7,40.7
5.38,17.6,35.5,557,61.5,32.8,55.7,843,36.8,61.5,125
12,9.82,27.9,23.9,7.84,52.3,75.7,457,12.4,22.9,34.3
90.6,77,81.3,334,64.9,2.35,33.7,368,1,49.6,6.38
12.7,13,16.7,100,15.4,7.77,24.8,813,25.5,71.7,112
20,14.3,12.5,126,14.7,12.5,43.7,820,11.5,21.1,1
13,8.28,23.1,24.1,7.37,57.3,83.5,1046,13.2,35.9,58.8
12.4,9.39,41,77,23.5,52.8,94.7,1075,9.56,21.3,36.2
7.91,27.4,19.5,147,27.4,20.5,24.8,457,17.2,23.3,50.5
60.4,29.4,27.1,16.5,2.07,8.13,26.7,583,20.7,37.2,32.5
10.9,19.3,31.9,262,60.4,13.8,14.6,784,66.1,97.3,204
17.3,18.3,14.2,15.1,8.74,49.1,94.7,2110,13.2,31.1,46.1
13.9,15.1,26.4,36.5,9.14,32.5,36.8,710,3.43,73,2.76
63.2,64.9,9.91,139,14.7,85.8,121,362,30.5,46.1,29.7
33.4,28.9,12.2,21.7,14.3,22.5,75,1794,15,25.5,38.2
12.2,12.7,16.4,17.2,7.77,3.16,22.7,777,9.39,16.8,38.9
9.47,11,38.5,54.7,17.8,91.4,165,1911,18.8,30.2,38.9
38.5,30.5,24.6,31.1,24.4,28.1,36.2,433,12.4,28.9,61
75.7,82,44.5,54.2,23.3,20.4,28.9,533,12.5,37.5,45.7
21.5,10.3,19.6,186,23.5,8.35,29.2,843,12.7,28.9,48.7
16.1,13.5,24.1,7.17,8.43,20,37.2,866,15.4,30,53.3
17,17.9,1,15,10.2,34.9,63.8,414,11.3,25.7,35.5
25.7,8.66,13.9,21.1,6.21,73.7,126,1778,167,403,626
7.84,9.56,21.3,426,48.3,33.7,55.2,496,28.6,52.3,51.9
23.5,21.5,23.9,19.6,5.19,79.1,178,2371,19.3,38.9,47.8
16.4,12.9,23.3,19.6,21.1,28.1,58.8,1176,18.3,31.6,40.7
13.3,9.31,15.1,14.9,6.04,135,189,274,13.8,15.8,34.6
64.9,64.9,19.3,19.6,16.3,85.1,127,1928,1.46,10.7,20.2
8.35,25.5,23.5,25.3,14.2,2.09,10.6,217,42.9,68.5,58.8
18.3,17.5,19.8,22.3,2.64,119,191,2690,12.6,28.1,26.7
6.04,32.8,24.1,24.4,1.06,83.5,145,1762,9.31,15,7.37
16.3,9.31,35.5,178,27.1,102,157,1700,10,16.5,52.8
45.3,33.4,21.7,18.1,8.2,36.8,61.5,1104,12.1,17.3,47.4
9.39,19.6,14.9,92.2,14.2,42.9,66.7,1009,37.9,56.7,59.4
8.28,14.6,40,359,44.9,267,368,3106,15,25.3,38.2
12.9,14.2,22.7,28.1,5.73,15.5,32.8,483,14.2,24.8,48.3
2.74,3.11,44.9,211,41,22.1,39.6,491,11.9,29.7,34
21.7,16.8,20.5,108,16.7,12.6,24.1,542,17.8,40.7,36.5
18.4,16,25.3,12,8.9,17.5,32.2,583,10.6,32.5,46.6
19.5,15,15.5,178,11.9,64.9,83.5,1009,21.5,25.7,42.6
38.9,30.5,22.7,21.9,6.73,12.6,23.5,583,4.37,16.5,75.7
16,17.8,20.5,21.1,4.7,18.9,39.6,365,11.8,24.8,30
81.3,55.7,98.2,567,62.1,105,173,2371,15.3,9.47,51.4
18.4,15.1,23.7,26.4,3.49,37.5,56.2,757,13.7,22.7,50
23.7,18.9,14.6,13.8,3.59,52.3,68.5,457,12.5,29.2,44.5
3.19,11.7,20.9,22.5,3.31,28.9,44.5,500,14.7,27.4,29.4
19.3,15.8,19.6,57.8,23.3,12.4,25.5,547,15.1,36.2,30.2
85.1,61.5,18.1,18.1,5,22.5,33.7,1134,10.9,21.9,24.8
9.06,13.9,46.6,114,12.7,10,31.3,828,8.51,25,30.2
155,109,3.59,7.04,8.82,15.7,25.5,737,10.6,20.2,35.2
8.58,10.2,15.8,23.1,2.02,94.7,122,453,16.3,48.7,130
75.7,56.2,18.6,32.8,10.6,18.8,33.1,523,11.8,32.8,41.4
27.6,37.2,69.8,137,32.8,16,34.3,685,12.1,18.8,29.4
24.6,35.2,15.7,50,14.6,38.9,69.8,470,9.65,16.8,34.6
27.9,25.9,29.2,25,5.23,44.5,69.8,1459,28.6,47.8,146
16.1,13,23.3,16.1,10.9,37.9,53.8,433,54.7,127,115
37.2,31.9,9.82,211,21.1,6.85,17.3,649,18.6,37.2,133
9.39,13.1,20.2,46.1,21.1,58.3,101,1446,9.47,14.9,21.1
32.2,22.9,1,4.87,5.23,28.1,42.2,547,8.51,22.9,51.9
10.8,9.31,10.3,313,22.7,14.9,21.3,538,25.9,58.3,14.9
17.6,14.9,13.6,11.8,3.43,17.9,27.9,583,9.73,26.4,19.5
16.5,8.43,16,17.3,1.39,17.5,22.3,599,32.8,44.9,71.7
13.8,22.3,13,99.1,2.11,42.6,49.6,359,27.1,55.2,49.1
16.3,7.84,33.4,313,20.5,70.4,110,2035,25.9,49.6,66.7
24.4,10.1,24.8,22.5,4.45,6.26,38.9,1219,16.3,24.6,33.4
90.6,62.6,1.76,3.34,5.42,27.1,95.6,1382,29.2,52.3,106
70.4,63.2,17.9,14.1,14.1,108,161,2267,7.99,22.5,46.1
56.2,21.5,70.4,368,77.7,17.3,29.4,698,39.2,72.3,66.1
24.8,9.14,22.9,470,46.1,28.9,44.5,457,9.39,15.5,24.6
19.5,10.6,21.1,35.5,5.83,12.5,17.9,655,12.6,15.1,35.5
20,12.1,16.5,19.3,15.8,95.6,160,1395,10,32.2,33.4
22.7,18.9,52.8,160,40,28.9,52.8,441,14.1,34,52.3
14.7,16.7,10.8,14.7,21.3,25.7,37.5,487,6.38,22.5,28.6
23.5,17.8,26.2,153,19.5,14.7,36.2,1009,9.73,29.7,75
20.9,7.5,4.33,18.3,15.8,17,27.9,610,12.4,34.6,39.6
19.1,10.6,12.3,20.9,16.8,55.7,93.1,1625,31.1,61.5,42.2
119,96.5,61,453,85.8,20.5,34.9,422,6.98,21.1,24.4
21.5,13.6,13.7,37.2,6.55,17.6,30.8,685,3.72,13.8,44.1
21.3,11.8,22.9,170,20.2,69.2,118,2110,54.7,79.9,19.8
12.3,12.9,13.9,13.7,8.13,13.2,65.5,1433,13.6,32.5,51.4
18.6,18.8,31.9,359,45.7,63.8,119,2187,39.6,85.1,235
54.7,47,29.4,44.5,7.77,2.39,17.9,279,19.1,47.8,53.8
23.5,13.3,35.2,41,25.9,12,33.1,626,31.9,74.3,138
72.3,15.5,63.8,264,68.5,28.6,52.8,457,9.56,22.1,43.3
19.8,17.5,17.5,28.1,7.5,5.19,38.2,906,23.7,49.6,6.38
11.8,13.2,17.2,137,19.5,15.3,38.2,791,20,33.7,30.5
38.5,35.2,20,223,30.5,18.3,44.9,474,16,16.3,55.2
12.4,16.1,136,410,95.6,11.5,22.7,368,15.1,30.5,40
15.7,23.1,12,36.2,2.29,10.7,28.4,433,39.6,85.1,80.6
37.5,23.5,22.5,23.1,8.9,68.5,86.6,858,15.7,37.5,81.3
15.7,19.3,52.3,68.5,21.1,7.43,31.6,777,83.5,160,231
25.3,13.5,49.1,130,31.9,77,126,2247,7.99,26.9,26.9
12.9,9.39,40.3,193,34.3,269,379,1685,2.76,7.1,29.4
17.8,11.7,3.52,20.4,16.8,28.6,45.3,1009,2.86,23.3,58.3
29.2,4.03,18.6,17.3,7.17,12.3,26.9,599,50.5,120,186
23.1,28.1,23.3,25.7,17.3,10.4,11.4,737,2.89,14.6,13.9
33.1,16.4,108,297,71.7,106,131,407,5.88,18.9,52.8
84.3,67.3,19.5,18.9,1.49,23.1,50.5,429,7.43,18.3,31.9
23.3,17.3,45.7,461,55.7,32.2,42.9,410,8.9,21.1,43.3
14.9,11,23.1,19.1,11,29.4,47.8,343,4.18,57.3,6.85
14.9,17.9,17.8,26.9,13.5,19.3,35.2,965,7.3,23.1,31.1
53.8,22.3,24.6,28.4,13.2,17.6,56.7,2436,262,334,7.84
20.4,9.22,20.7,23.5,4.61,54.2,78.4,649,32.8,68.5,107
7.23,10.4,1.38,5.94,4.45,10.2,17.6,644,6.79,23.5,25.9
84.3,48.7,20.9,27.9,14.9,47.4,77.7,414,11.9,27.6,28.6
40.3,23.1,28.4,20.9,6.15,13.8,33.4,939,11.4,16.8,37.9
113,78.4,20.7,28.9,7.43,79.9,133,692,6.21,10.9,1.68
21.7,15.5,24.6,16.7,3.37,25,44.9,604,4.61,37.9,77.7
18.4,13,16.7,11.7,2.94,41.4,59.9,1114,8.98,25.5,57.3
48.7,10,29.4,26.4,8.66,10.6,17.8,127,6.55,23.3,34.3
6.44,14.7,21.7,29.7,6.26,4.07,16.4,1046,23.5,28.6,37.5
20.4,15.4,20.7,29.4,9.39,38.2,61,1459,36.8,87.4,191
12,8.13,36.8,47,12.5,39.2,91.4,1472,9.22,24.6,42.6
29.7,20.9,4.1,16.7,18.3,17.6,34.9,784,9.39,32.5,35.5
19.3,24.4,20.4,26.2,1.25,38.2,63.8,1286,19.1,20,68.5
21.1,38.2,31.3,34,8.98,2.97,21.1,519,10,26.9,38.2
41.8,26.4,31.3,91.4,27.1,30.5,51.4,385,4.61,31.6,38.5
20.5,10.5,22.3,15.4,12.7,33.4,67.3,429,37.9,79.1,100
37.2,26.7,20.2,61,12.3,18.1,38.9,947,4.26,15,26.7
42.2,33.1,5.83,15.1,6.04,90.6,172,2187,13.7,23.7,53.3
42.6,42.9,22.9,31.9,10.7,19.1,34.3,655,12,15,35.9
16.8,5.67,25.9,48.3,24.8,6.98,11.2,445,5.47,16,14.1
15.8,10.4,23.9,20.4,7.43,4.91,22.9,457,31.1,46.6,93.1
15.3,6.04,18.1,36.2,11.1,48.7,61.5,750,25.5,51.9,41
28.1,14.1,9.82,186,52.3,3.02,21.9,328,5.99,23.5,42.2
33.1,30.2,17.2,26.7,2.02,17.2,27.6,372,20.2,19.3,37.2
40,30,41.8,36.5,5.42,26.7,35.9,437,31.9,77,79.1
22.9,21.9,18.9,56.7,13.2,11.3,25.3,621,16.1,28.1,30.2
20,11.2,35.2,36.2,9.22,3.37,3.49,110,17.9,33.7,36.2
27.1,28.6,22.9,209,30.8,40,62.1,626,54.2,87.4,9.31
17,12.7,47.4,114,48.7,8.06,16.5,784,5.09,14.1,45.3
16,29.2,17.3,23.9,20.2,38.2,57.3,519,12,31.9,63.8
28.6,22.5,15.8,33.7,13.1,33.7,53.8,286,37.2,78.4,167
15.4,8.66,3.25,4.45,2.55,154,308,4451,41,104,179
17.6,14.3,18.9,15.8,6.26,46.6,71,578,11.5,17.2,67.3
26.7,15.7,25.3,31.1,5.67,8.66,29.7,1009,12.6,42.6,33.7
32.8,13.5,1.61,1,6.04,56.2,78.4,1055,12.9,34.6,40.7
125,71,25,34,14.3,30.8,40.3,457,11.9,32.8,26.9
19.3,19.1,20.5,248,27.6,58.3,80.6,255,16,22.5,38.9
11.5,11.8,31.9,322,51.4,10.3,24.4,578,6.26,15.8,29.4
85.8,61,61,372,59.4,37.5,55.2,313,36.5,75.7,196
28.6,14.7,15.8,211,20.4,8.82,15.8,649,28.4,51.9,83.5
